,sentiment,company,text
6422,negative,Southwest,put next available tomorrow morning shock idea bna open morning
6423,negative,Southwest,hey swair torture board due one gate agent board assist folk one
6424,negative,Southwest,understand delay stick plane longer unacceptable
6425,neutral,Southwest,absolutely send
6426,positive,Southwest,worry best already cancel biz trip still luv rr
6427,negative,Southwest,year never piss many incident one
6428,negative,Southwest,heard apology mins hold another airport different delay
6429,neutral,Southwest,happily need follow order dm
6430,negative,Southwest,sure tell everyone know around horrible experience also post business page
6431,negative,Southwest,currently im bring year old bathroom rush attendant
6432,positive,Southwest,worry thru eventually curious best luck deal weather
6433,negative,Southwest,terribly inspire call customer service future
6434,negative,Southwest,also say even book put hold someone else
6435,negative,Southwest,person talk anything remarkably available online charge part
6436,negative,Southwest,someone set callback today
6437,negative,Southwest,cancelled flightlations link rebook like initial storm issue
6438,negative,Southwest,really differ guidance call via phone back log could do online minute
6439,negative,Southwest,rebook board bham
6440,negative,Southwest,please send number call talk person differ put hold
6441,negative,Southwest,please also look reimburse car cancel
6442,negative,Southwest,almost hour hold need cancelled refund airline operate
6443,negative,Southwest,need accommodate loyal customer unhappy
6444,negative,Southwest,bernhardtjh eventually cancel flightled decided drive give hold process refund
6445,neutral,Southwest,already rebooked tomorrow finger cross
6446,neutral,Southwest,follow
6447,negative,Southwest,worst customer service terrible attitude care big storm employee need attitude adjustment
6448,neutral,Southwest,could send dm
6449,neutral,Southwest,follow think dm follow
6450,negative,Southwest,cancel flightled bna reschedule travel fund put back account future use
6451,negative,Southwest,kid need yesterday land wait connection never southwest
6452,negative,Southwest,bag back ding
6453,negative,Southwest,yeah bruh bool niggaz need hire worker something cause next imma force ta disrespect
6454,positive,Southwest,always sw loyalrrmember
6455,positive,Southwest,someone finally answer able change cancel flighted bc ice response
6456,negative,Southwest,try add dog
6457,negative,Southwest,need request refund cancel flightled morning due weather
6458,positive,Southwest,thanks ton
6459,positive,Southwest,luv ya sing song finally plane back nashville lovesouthwestair
6460,neutral,Southwest,hi thanks exact link specific page site share status thx
6461,neutral,Southwest,notpghtimothy exception national award
6462,neutral,Southwest,idea nashville tomorrow clear cancel flightled
6463,positive,Southwest,sale delight
6464,positive,Southwest,finally integration w passbook great valentine gift well chocolate heart
6465,neutral,Southwest,gruber finally
6466,positive,Southwest,guy awesome dontchangeathing luv
6467,positive,Southwest,karen customer service helpful provide one bright spot frustrating situation
6468,negative,Southwest,twitter say dm someone unless follow follow twitter thanks
6469,negative,Southwest,twitter say dm someone unless follow follow twitter
6470,neutral,Southwest,sell
6471,neutral,Southwest,others
6472,negative,Southwest,follow cancel flightled rebook online hold hour would love dm info
6473,negative,Southwest,also find ridiculous tweet since est still receive response hour
6474,negative,Southwest,thanks yes biggest frustration longer able check online cancel
6475,negative,Southwest,still logan manage one snowing
6476,negative,Southwest,wait phone option callback finally hang phone dying customerservice
6477,neutral,Southwest,land early morning snowfall
6478,positive,Southwest,thanks
6479,neutral,Southwest,schedule leave weekend need push october
6480,positive,Southwest,good eventually take land safely oh free cup wine thx
6481,neutral,Southwest,noticed rate increase day ago promotion end idea another promotion come thanks
6482,negative,Southwest,nashville today kid airline frustrate
6483,neutral,Southwest,say yall sell coworkers would need first available
6484,negative,Southwest,try change family vacation due measles outbreak able anyone phone
6485,positive,Southwest,southwestair mess dtw staff great
6486,negative,Southwest,challemann lga dead winter jvstatus ewr jfk always intelligent option
6487,positive,Southwest,great job passbook integration really streamline commute san fran smile face smile eye hot beverage mobile phone arrow airplane
6488,negative,Southwest,need reschedule hold almost hour ridiculous best number call
6489,negative,Southwest,condescension must quality co reward tone reek
6490,positive,Southwest,great job look forward next trip able use new feature
6491,neutral,Southwest,update bna today
6492,neutral,Southwest,damn weather mess everything serenitynow
6493,neutral,Southwest,could tell upgrade available stl tomorrow morning
6494,negative,Southwest,disappointed customer service right one cancel flightled airport lose day trip
6495,negative,Southwest,hold hour cool guy
6496,negative,Southwest,hold hour half try change bna happy customer service right
6497,neutral,Southwest,thanks insight happen tomorrow
6498,neutral,Southwest,chance add lax jfk direct future
6499,negative,Southwest,give reply year ago direct area learn improvement
6500,negative,Southwest,disconnect call hour without even speak octaviannightmare
6501,negative,Southwest,injure check yesterday tell dr hold swa hour try talk someone suggestion
6502,negative,Southwest,try phone confirm fund cancel flightled reservation still use future
6503,negative,Southwest,consider add call back someone free feature support line
6504,negative,Southwest,hold customer service hour
6505,negative,Southwest,hold hour type ridiculous need link chart route
6506,neutral,Southwest,sent
6507,negative,Southwest,cancel flightled reflight book problem online work second round hold hr option
6508,negative,Southwest,kudos rsw c crew rout pax alleviate sale due grade eqp
6509,neutral,Southwest,try nashville tomorrow look
6510,neutral,Southwest,think nashville cancel tomorrow
6511,negative,Southwest,try customer destination another airline day
6512,negative,Southwest,list prefer customer loyal swa however inflight wifi better today year ago
6513,negative,Southwest,bad memo reservation contains modification prevent change online fusturated
6514,negative,Southwest,almost hour hold hour life back thanks
6515,negative,Southwest,discount three delay
6516,negative,Southwest,try online tell must call b c modification reservation hold almost hour
6517,positive,Southwest,outstanding customer service
6518,positive,Southwest,finally
6519,neutral,Southwest,try cust relation another use
6520,neutral,Southwest,may plz advise
6521,negative,Southwest,worst customer service airline ever
6522,negative,Southwest,need update hold hour
6523,negative,Southwest,look like bna take chance
6524,neutral,Southwest,link article say rout route likely like tul dal shock none
6525,neutral,Southwest,torus leggieri
6526,negative,Southwest,cancel flightled bna today hold hour angry face frustrate
6527,positive,Southwest,beautiful thanks ton
6528,negative,Southwest,try rebook online say pay difference price please
6529,negative,Southwest,show delay would board pas still good seat give away
6530,negative,Southwest,update online bc cancel flighted twice already hour hold
6531,negative,Southwest,guy real hold hour include one hangup please someone reach back
6532,neutral,Southwest,kind early idea date first week sept come available
