,sentiment,company,text
9848,negative,US Airways,min delay for mechanic to replace rivet min late flightr turn out mechanic have wrong size rivet more min pathetic
9849,negative,US Airways,would love it if you could my wife home sometime soon she have be stick in orlando and now stick in philly for too long
9850,negative,US Airways,churn rate increase by the second
9851,negative,US Airways,i be on hold at the reservation desk for hour
9852,negative,US Airways,your service in philly be unacceptable look into better service victory hand a yr old shouldnt have a hard
9853,negative,US Airways,its inequitable phl at btv today to deplane because it sunday and we do know if maintenance will be available
9854,negative,US Airways,be there such thing as nondelayed or na your shit together and me out of here
9855,negative,US Airways,after today no reason anyone to disapprove merger with airline have no reason to fear lose business to u
9856,neutral,US Airways,look into better service
9857,negative,US Airways,your customer service in philly be deplorable rude unprofessional gate agent after delay cancelled flightations takingthistothetop
9858,neutral,US Airways,to dfw cancel flightled today
9859,negative,US Airways,should look into better service victory hand
9860,negative,US Airways,your mobile app be horrible need a major overhaul
9861,negative,US Airways,you should better employee victory hand
9862,negative,US Airways,stick on tarmac for min at phl wait for someone to load baggage ridiculous
9863,negative,US Airways,next you promise an ontime departure you should stick to it instead of stuff us in this sweat box with no air
9864,negative,US Airways,mrrenevendez i be try to contact them for hour already yesterday i wait hour today
9865,negative,US Airways,yes there be horrible snow but seriously can you fire more people to answer the phone competitor have call back number
9866,neutral,US Airways,what your pet policy
9867,negative,US Airways,final count hour minute on hold to be tell i need to log in to us airway website and there be nothing else to be do
9868,neutral,US Airways,come scoop
9869,negative,US Airways,hr and count today alone like i do have other thing to accomplish today than to just keep hold
9870,negative,US Airways,claudoakeshott how about a link that work pls nothing but complete frustration w usair last hr
9871,negative,US Airways,that link do work on mobile
9872,neutral,US Airways,usairways i use my aadvantage number connect to the usairways when i book ticket for friend will it benefit my account
9873,negative,US Airways,quit be cheap and hire some call center employee it should take half a day to call you
9874,negative,US Airways,cancel flighted and reschedule say i have to pay for earlier at next gate today proactively offer same for
9875,negative,US Airways,corybronze inconvenience be you people freak nut this guy have two kid with him and you strand him in an airport fail
9876,negative,US Airways,on delayed from phil to stt and look like we ll miss the car ferry to at john where our lodging be with housing
9877,negative,US Airways,thehaileytate another blatant lie from
9878,negative,US Airways,round two of be the worst airline ever
9879,negative,US Airways,i have be try to through to a representative for hour aboout my cancel flightled have you simply give up
9880,negative,US Airways,josephtreis ca believe advice to call customer service i be on hold for hr this morning and finally give up
9881,negative,US Airways,pretty upset i drive from philly to mhtt still no info on my bag what the deal
9882,negative,US Airways,be the of airline
9883,negative,US Airways,no you be responsive i find alternate travel home
